0.9782,0.4522,0.9964,0.9977
0.0201,0.2571,0.0018,0.0010
0.0008,0.2373,0.0016,0.0004
0.0005,0.0438,0.0001,0.0003
0.0001,0.0050,0.0001,0.0002
